"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.55,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.35,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.59,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.2,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.19,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.25,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.53,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.01,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",-0.06,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",0.09,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",-0.33,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",0.04,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",1.17,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",-0.15,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.23,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.04,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",0.69,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.12,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",-0.81,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",2.06,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",-0.8,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.88,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",3.37,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",3.57,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",-2.56,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",0.83,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",-1.52,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",4.08,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-1.36,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-0.4,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-1.55,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.87,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",-2.71,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",-0.77,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",0.63,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",1.06,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",-1.14,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",3.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-2.42,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-0.99,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",0.96,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",1.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.24,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",-1.35,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-1.23,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",0.56,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",-0.1,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.24,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",-0.3,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.3,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-1.27,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.95,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",1.45,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.78,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.08,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",-1.07,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-2.17,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",0.38,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",-1.11,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",-0.09,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.56,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.15,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-1.39,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",1.49,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.18,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.88,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",-0.89,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",0.55,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.28,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",2.4,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",-1.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",-0.17,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",2.61,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",-1.53,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.98,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",-1.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",0.35,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.64,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.6,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.43,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",-1.06,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",2.66,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",-1.31,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",0.33,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.62,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",-3.54,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-4.38,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",6.23,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",1.88,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-3.8,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",1.26,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",4.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-2.33,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-1.64,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-1.1,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",8.49,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",-10.23,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",2.31,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-1.13,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",1.93,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",-0.2,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",0.65,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-0.31,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",0.44,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",1.37,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.17,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-1.84,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.38,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-0.2,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-2.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.19,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.06,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-2.02,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",0.57,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-0.05,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.52,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",-1.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",1.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.45,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-0.8,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-0.24,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",0.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.34,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",-0.89,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.63,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.51,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.1,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.92,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.46,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.03,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",0.97,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.23,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",-0.75,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",2.56,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",-1.77,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",0.97,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.76,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",-0.91,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",-0.02,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.31,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",-0.47,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",0.3,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",2.49,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",-0.91,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",1.95,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-1.12,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.9,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.68,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-3.9,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",4.69,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",0.82,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-1.65,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",1.29,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",1.16,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-3.26,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-2.51,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",3.98,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.97,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",-1.91,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",4.07,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-0.61,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",1.23,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",1.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.06,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.01,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.06,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",1.97,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",-1.28,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.79,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.78,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.17,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.55,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.17,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.94,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.31,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.12,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.93,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",1.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",0.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",-0.12,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.37,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",-0.32,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.99,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",-0.31,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",2.14,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.34,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.05,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-0.35,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",-2.56,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",1.93,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.16,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",0.29,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",-0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.45,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",1.59,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",-0.07,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",-0.38,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",-0.69,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.26,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",0.92,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",-0.09,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",0.87,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",0.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.3,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",10.36,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",-4.81,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",-1.29,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",3.11,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",-0.48,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",-0.57,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-2.68,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",2.22,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-1.42,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.99,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",0.42,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",-2.22,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-0.53,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",-0.73,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",0.45,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",1.99,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-1.82,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",1.23,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",1.27,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.32,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.81,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",3.07,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-1.75,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",0.16,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.28,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",-0.05,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.34,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.04,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.14,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-1.63,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",-0.29,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",1.24,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",-2.03,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.09,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",1.96,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-2.61,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",1.23,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.64,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",-0.22,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",1.29,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",0.21,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.29,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",1.55,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",0.71,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.73,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",1.86,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-0.51,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",1.22,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.84,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.35,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",0.31,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",2.14,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.18,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",0.57,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",1.49,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.96,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.97,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.62,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",2.27,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.23,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",1.79,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-0.65,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",1.51,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",-2.56,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-2.83,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",4.43,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",2.97,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-2.94,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",5.12,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",-0.74,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",0.8,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-3.8,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-0.06,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",0.28,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",0.86,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",-5.33,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",3.08,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",-1.03,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",4.06,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",-0.33,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-1.84,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-2.92,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",-4.38,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",8.68,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-6.6,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.37,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",7.25,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-4.26,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.31,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",5.74,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",-0.52,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-1.93,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",1.95,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-0.97,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",-3.13,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",2.54,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",-1.92,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",2.34,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-1.63,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-1.32,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",1.69,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.54,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",4.22,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",-2.81,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.65,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",-1.06,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",1.19,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",4.59,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",1,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-3.76,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.7,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",5.23,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.22,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",1.62,
